"白い","shiroi","i-adj","white","彼女は白いセーターを着ていた","She wore a white sweater"
"川","kawa","n","river, stream","日曜は川に釣りに行く","I go fishing in the river on Sundays"
"用いる","mochiiru","v","use, adopt","この製品は最新の技術が用いられている","A new technology is used for this product"
"隣り","tonari","n","next door, next","隣の部屋から男の人が出てきた","A man came out of the next room"
"普段","fudan","n","usually, ordinarily","普段から健康に気をつけている","I always take care of my health"
"法律","houritsu","n","law","法律を守らなくてはならない","We must obey the law"
"妻","tsuma","n","wife","こちらは私の妻です","This is my wife"
"冬","fuyu","n","winter","今年の冬は雪が少ない","There hasn’t been much snow this winter"
"具体的","gutai-teki","na-adj","specific, concrete","彼は具体的な例を挙げた","He gave a concrete example"
"もと","moto","n","under","料理長のもとで修行した","I was trained under the master chef"
"発生（する）","hassei(suru)","n","occurrence v occur, happen","交通事故が発生した","A traffic accident occurred"
"繰り返す","kurikaesu","v","repeat, do over again","同じ失敗を繰り返すな","Don’t repeat the same mistakes"
"泣く","naku","v","cry","男の子が大声で泣いている","A boy is crying loudly"
"七","nana","num","seven","七は完全数です","Seven is the perfect number"
"手紙","tegami","n","letter","手紙をポストに入れた","I put a letter into the mailbox"
"出かける","dekakeru","v","go out, leave","母は散歩に出かけました","My mother has gone out for a walk"
"努力（する）","doryoku(suru)","n","effort v make an effort","彼の努力が報われた","His effort was rewarded"
"増加（する）","zouka(suru)","n","increase, gain v increase, grow","会員は増加している","The membership has increased"
"判断（する）","handan(suru)","n","judgment v judge","彼女は良い判断を下した","She made a good judgment"
"両親","ryoushin","n","(both) parents","両親を尊敬している","I respect my parents"
"残念","zannen","na-adj","disappointing, regrettable","私にとって残念な結果だった","The result was disappointing for me"
"おそらく","osoraku","adv","probably, likely","おそらく彼はそのことを知らないのだろう","He probably doesn’t know about that"
"家庭","katei","n","home, household, family","結婚したら温かい家庭を作りたい","When I marry, I want to make a loving home"
"軽い","karui","i-adj","light, slight","この荷物は軽い","This baggage is light"
"払う","harau","v","pay; sweep away","私が払います","I will pay the bill"
"つながる","tsunagaru","v","be connected, be related","これらの島々は橋でつながっている","These islands are connected by a bridge"
"船","fune","n","ship, boat","彼は船で沖縄に行った","He went to Okinawa by ship"
"きっかけ","kikkake","n","opportunity, motive","これがきっかけで彼女と会った","Thanks to this opportunity, I met her"
"授業","jugyou","n","class, lesson at school","授業は九時から始まる","Classes begin at"
"亡くなる","nakunaru","v","die, pass away","昨日、祖父が亡くなりました","My grandfather passed away yesterday"
"止める","tomeru","v","stop","あのビルの前で止めてください","Stop in front of that building, please"
"不思議","fushigi","n","wonder na-adj wonderful, strange, mysterious","不思議な経験をした","I had a wonderful experience"
"茶","cha","n","tea; brown","これは濃い茶だ","This is strong tea"
"直接","chokusetsu","n",", adv directly, direct","彼女に直接頼むつもりだ","I will ask her directly"
"バス","basu","n","bus","バスに乗った","I got on the bus"
"効果","kouka","n","effectiveness, effect","効果が出るには時間が掛かる","It needs time to take effect"
"現実","genjitsu","n","reality, actuality","理想は現実とは違う","There is a gap between ideal and reality"
"触れる","fureru","v","touch; experience","展示品に手を触れるな","Don’t touch the exhibits"
"飼う","kau","v","keep, have, breed","猫を二匹飼っている","We have two cats"
"しゃべる","shaberu","v","talk, chat","昼ご飯を食べながら友達としゃべるのは楽しい","It’s fun to chat with friends over lunch"
"国民","kokumin","n","nation, people (of country), public","彼女は国民の支持を得ている","She is supported by the nation"
"さす","sasu","v","shine; pour; put","日が差してきた","The sun began to shine"
"やり方","yari-kata","n","way of doing, how to, approach","やり方を変えるべきだ","You should change your approach"
"ずいぶん","zuibun","adv","very, pretty, quite","今日はずいぶん暖かい","It is quite warm today"
"気分","kibun","n","feeling, mood","気分は良くなりましたか","Are you feeling better now?"
"開発（する）","kaihatsu(suru)","n","development v develop","新製品を開発しています","We are developing a new product"
"殺す","korosu","v","kill","多くの人々がテロリストによって殺された","Many people were killed by a terrorist"
"特徴","tokuchou","n","characteristic, feature","この大学にはいくつかの特徴がある","This university has several distinctive features"
"神","kami","n","God, deity, spirit","人々が平和を神に祈る","Many people pray to God for peace"
"暮らす","kurasu","v","live","みんな幸せに暮らしたいと思っている","Everyone wishes to live a happy life"
"飛ぶ","tobu","v","fly","鳥が飛んでいる","The birds are flying"
"終わり","owari","n","end","あと三日で今年も終わりになる","This year will come to an end in three days"
"雑誌","zasshi","n","magazine","どんな雑誌を読みますか","What kind of magazines do you read?"
"怒る","okoru","v","get angry","彼女は昨夜のことをまだ怒っている","She is still angry about last night"
"整備（する）","seibi(suru)","n","maintenance, service v prepare","この道路はかなりの整備が必要だ","This road requires a good deal of maintenance"
"建物","tatemono","n","building","この建物は修理が必要だ","This building needs repair"
"発見（する）","hakken(suru)","n","discovery v discover","アメリカ大陸はコロンブスによって発見された","America was discovered by Columbus"
"相談（する）","soudan(suru)","n","consultation v consult","その件は全員で相談しましょう","Let’s decide the matter in consultation with all members"
"連絡（する）","renraku(suru)","n","connection, contact v contact","彼女から連絡がない","There is no contact from her"
"止まる","tomaru","v","stop","この電車は次の駅は止まらない","This train doesn’t stop at the next station"
"用意（する）","youi(suru)","n","preparation v prepare","事前に書類を用意した","I prepared the documentation beforehand"
"変","hen","na-adj","strange, unusual, funny","変な音が聞こえる","I can hear a strange noise"
"学ぶ","manabu","v","learn","両親から多くのことを学んだ","I learned a great deal from my parents"
"突然","totsuzen","adv","suddenly","電車が突然止まった","The train stopped suddenly"
"首","kubi","n","neck, head; firing, sacking (of an employee)","彼女の首は細い","She has a slender neck"
"ゆっくり","yukkuri","adv","slowly, leisurely; plenty of time","もう少しゆっくり話してください","Would you speak a little more slowly?"
"目指す","mezasu","v","aim, go toward","彼らは優勝を目指している","They are aiming for the championship"
"成す","nasu","v","form, constitute","彼らは会社の中核を成している","They constitute the heart of the company"
"集める","atsumeru","v","gather, collect","彼は切手を集めている","He collects stamps"
"失う","ushinau","v","lose","妻を事故で失った","I lost my wife in a traffic accident"
"光","hikari","n","light","光が部屋に差し込んだ","The light came into the room"
"並ぶ","narabu","v","line, stand in line","彼は有名人を見ようと通りに並んだ","He stood in line on the street to see the celebrities"
"とく","toku","aux","[shortened form of “te oku”]","それやっとくから","I’ll do that for later"
"美しい","utsukushii","i-adj","beautiful","美しい自然に囲まれている","It is surrounded by beautiful nature"
"優しい","yasashii","i-adj","gentle, tender, kind, friendly","彼女は心が優しい","She has a tender heart"
"タバコ","tabako","n","cigarette, tobacco","煙草に火をつけた","I lit a cigarette"
"後ろ","ushiro","n","behind, back","男の子は母親の後ろに隠れた","The boy hid behind his mother"
"異なる","kotonaru","v","be different","私の意見はあなたの意見と異なります","My opinion is different from your opinion"
"新た","arata","na-adj","another","彼は新たな課題に取り組んでいる","He is tackling a new challenge"
"飛行機","hikouki","n","airplane","飛行機が離陸した","The plane took off"
"(お)婆さん","(o)-baa-san","n","old lady; grandmother","困っているお婆さんを助けた","I helped an old lady who was in trouble"
"至る","itaru","v","lead to, get","この道は日本橋に至る","This road leads to Nihonbashi"
"午前","gozen","n","morning, a m","会議は四月十五日の午前です","The meeting will be on the morning of April"
"育てる","sodateru","v","bring up, train, develop","私は祖母に育てられました","I was brought up by my grandmother"
"種類","shurui","n","kind, sort, variety","庭には多くの種類の花が植えられている","In the garden are planted many varieties of flowers"
"商品","shouhin","n","goods, item of merchandise","商品を注文した","I ordered goods"
"イギリス","igirisu","n","United Kingdom, Britain, England","イギリスと日本は海に囲まれた島国だ","Britain and Japan are island nations surrounded by sea"
"大好き","daisuki","na-adj","love","大好きです","I love it!"
"語る","kataru","v","talk, tell","彼は真実を語った","He told the truth"
"胸","mune","n","chest, heart","胸がどきどきしています","My heart is beating so fast"
"頼む","tanomu","v","ask, order","教授に講演を頼んだ","I asked the professor to give a talk"
"体験（する）","taiken(suru)","n","experience v experience, have experience of","私にとって貴重な体験でした","It was a valuable experience for me"
"材料","zairyou","n","materials, ingredient","料理の材料を準備する","I will prepare the ingredients for cooking"
"広がる","hirogaru","v","spread, stretch","田んぼが広がっている","Rice fields stretch out"
"きちんと","kichinto","adv","precisely, accurately, neatly","彼の部屋はきちんと片付けられている","His room is neatly arranged"
"そちら","sochira","pron","your place; there; you","そちらの天気はどうですか","How is the weather up there?"
"勝つ","katsu","v","win, defeat","私の好きなチームが試合に勝った","My favorite team won the game"
"運動（する）","undou(suru)","n","exercise v exercise, move","運動する必要がある","I need some exercise"
"捨てる","suteru","v","throw away, abandon","彼女は古い雑誌を捨てた","She threw away old magazines"
"幸せ","shiawase","na-adj","happy n happiness; fortune, luck","お二人の幸せを祈ります","I wish you both every happiness"
"通す","toosu","v","pass, show into","彼女は友達を部屋に通した","She showed her friends into the room"
"横","yoko","n","side, beside","彼女は娘の横に寝ている","She sleeps beside her daughter"
"伴う","tomonau","v","accompany, involve","台風には大雨が伴う","Heavy rain accompanies a typhoon"
"命","inochi","n","life","命を大切にすべきだ","You should value your life"
"流れ","nagare","n","stream, flow, current","時代の流れに乗ったほうがいい","You should keep up with the current of the times"
"育つ","sodatsu","v","grow up","私は京都で育った","I grew up in Kyoto"
"予定（する）","yotei(suru)","n","plan, schedule v plan","週末は特に予定はありません","I have no special plans for the weekend"
"決して","kesshite","adv","never, by no means","決してあきらめないでください","Never give up"
"馬","uma","n","horse","叔父は馬を飼っている","My uncle keeps horses"
"完全","kanzen","na-adj","perfect, complete","仕事はまだ完全に終わっていない","My work is not completely finished yet"
"学生","gakusei","n","student","学生たちはよくこのレストランに来る","Students often come to this restaurant"
"風","kaze","n","wind","風が強い","The wind is blowing hard"
"性格","seikaku","n","character, personality","彼はよい性格の人だ","He has a good personality"
"死","shi","n","death","人々は彼女の死を悲しんだ","People mourned her death"
"位置（する）","ichi(suru)","n","position, location v be located","GPSで車両の位置を特定する","GPS identifies the location of vehicles"
"発展（する）","hatten(suru)","n","development v develop, expand","この国は急速に発展している","This country is developing rapidly"
"おかしい","okashii","i-adj","funny, amusing","何がそんなにおかしいの","What’s so funny?"
"近所","kinjo","n","neighborhood","近所に大きなスーパーマーケットがある","There is a big supermarket in my neighborhood"
"一本","ip-pon","n","one (long/cylindrical object)","それ一本ください","Give me one of those, please"
"張る","haru","v","stretch, put up","彼は木の間にロープを張った","He stretched a rope between the trees"
"ご飯","gohan","n","rice, meal","ご飯を炊いた","I cooked rice"
"危険","kiken","n","danger, hazard na-adj dangerous","一人でそこに行くのは危険です","It’s dangerous to go there alone"
"すなわち","sunawachi","conj","that is (to say), namely","その教授は文化の重要な一部、すなわち言語を研究している","The professor studies one of the most important aspects of human culture, namely, language"
"海外","kaigai","n","overseas, abroad, foreign","家族で休暇を海外で過ごした","I took an overseas holiday with my family"
"教育（する）","kyouiku(suru)","n","education v educate","良い教育を受けた","I had a good education"
"想像（する）","souzou(suru)","n","imagination, image v imagine","想像以上に難しい仕事だった","It was a more difficult task than I imagined"
"許す","yurusu","v","allow, permit, forgive","父は私が車を運転するのを許してくれない","My father won’t allow me to drive a car"
"表","hyou","n","table, chart","彼はデータを表にまとめた","He made a table of the data"
"文化","bunka","n","culture","それぞれの国には違った文化がある","Each country has a different culture"
"八","hachi","n","eight","表八を見なさい","Look at Table"
"食べ物","tabemono","n","food","嫌いな食べ物がありますか","Are there any foods you don’t like?"
"借りる","kariru","v","borrow, rent","友達から本を借りた","I borrowed a book from my friend"
"準備（する）","junbi(suru)","n","preparation v prepare","何も準備をする時間がなかった","I had no time to make any preparations"
"や","ya","aux","COPULA (dialectal)","それなんや？たこ焼きや","What’s that? It’s takoyaki"
"月","tsuki","n","month; moon","月が出た","The moon has risen"
"世の中","yononaka","n","world, society","世の中にはいろいろな人がいる","It takes all sorts of people to make a world"
"インターネット","intaanetto","n","Internet","多くの人はインターネットで情報を探す","Many people look for information on the Internet"
"春","haru","n","spring","春には桜が咲く","In spring, the cherry blossoms bloom"
"旅","tabi","n","trip, journey","彼は旅に出た","He went on a trip"
"寒い","samui","i-adj","cold","寒くなってきた","It is getting cold"
"年","nen","n","year","年何回そこに行きますか？","How many times a year do you go there?"
"同様","douyou","na-adj","similar, same","同様の意見です","I have the same opinion"
"一般","ippan","n","general","ここは一般の人は入れません","The general public is not allowed in here"
"第一","dai-ichi","n","first","健康が第一だ","Nothing is more important than health"
"申す","mousu","v","say, be (humble)","山田太郎と申します","My name is Taro Yamada"
"押す","osu","v","push, press","押さないでください","Don’t push, please"
"責任","sekinin","n","responsibility","責任は私にあります","The responsibility lies with me"
"選択（する）","sentaku(suru)","n","selection, choice v choose","ビジネスコースを選択するつもりだ","I will choose the business course"
"負ける","makeru","v","lose, be beaten","私たちのチームは試合に負けた","Our team lost the game"
"一般的","ippan-teki","na-adj","general, common, ordinary","一般的な方法だ","This is the general method"
"そば","soba","n","side, beside","女の子が母親のすぐ側に座っている","A girl is seated right beside her mother"
"減る","heru","v","decrease, become less","人口が減っている","The population is decreasing"
"記事","kiji","n","article","新聞の記事でそのニュースを知った","I learned about the news from a newspaper article"
"本人","honnin","n","person himself/herself, person in question","本人次第だね","It’s up to the person himself"
"焼く","yaku","v","roast, bake","彼はケーキを焼いた","He baked a cake"
"たまに","tamani","adv","occasionally, once in a while","たまに居酒屋でお酒を飲む","I drink in a pub once in a while"
"慣れる","nareru","v","get used to","大阪の生活に慣れてきた","I am getting used to life in Osaka"
"もしくは","moshikuwa","conj","or, otherwise","注文はメール、もしくはファックスで送ってください","Please send your order by e-mail or fax"
"出会う","deau","v","meet, come across","その時に彼女はご主人と出会った","That was when she met her husband"
"推進（する）","suishin(suru)","n","propulsion v promote, drive","我が社は省エネを推進している","Our company is promoting energy saving"
"自ら","mizukara","n","personally, oneself, own","彼女自らが失敗を招いた","She brought this failure on herself"
"作業（する）","sagyou(suru)","n","operation, work v work","彼は作業を終えた","He got his work finished"
"たび","tabi","n","every time","この写真を見るたびにあなたを思い出す","Every time I look at this photo, I will think of you"
"付き合う","tsukiau","v","associate with, go out with, go along with","私は若い人たちと付き合うのが好きだ","I like to associate with young people"
"半分","hanbun","n","half","彼女はケーキを半分に切った","She cut the cake in half"
"条件","jouken","n","condition","良い条件の仕事を見つけた","I found a job with good conditions"
"医者","isha","n","doctor","父は医者です","My father is a doctor"
"振る","furu","v","wave, shake, swing","彼に手を振った","I waved at him"
"関心","kanshin","n","interest","温暖化についての関心が高まっている","People are taking a growing interest in global warming"
"表示（する）","hyouji(suru)","n","indication v display, indicate","画面にメッセージが表示されている","The message is displayed on the screen"
"秋","aki","n","autumn, fall","秋には紅葉する","In the fall, the leaves turn yellow and red"
"明るい","akarui","i-adj","bright, light; cheerful","明るい未来に目を向ける","I look toward a bright future"
"趣味","shumi","n","hobby","趣味で絵を描いています","I paint as a hobby"
"生徒","seito","n","student, pupil","生徒は誰もその質問に答えられなかった","No students were able to answer the question"
"相当（する）","soutou(suru)","na-adj","considerable n equivalence v be equivalent adv considerably, pretty","彼は相当英語がうまい","He speaks English pretty well"
"従う","shitagau","v","obey, follow","法律には従わなければならない","You must obey the law"
"検討（する）","kentou(suru)","n","consideration, discussion examination v consider, discuss","その問題については今検討しています","The matter is now under consideration"
"まさに","masani","adv","exactly","それがまさに聞きたかったことなんです","That’s exactly what I wanted to ask you about"
"選手","senshu","n","player, athlete","大きくなったら、野球選手になる","I’m going to be a baseball player when I grow up"
"以下","ika","n","below, the following","以下の質問にお答えください","We would like you to answer the following questions"
"大きさ","ooki-sa","n","size","それは卵と同じくらいの大きさです","It is about the size of an egg"
"調査（する）","chousa(suru)","n","investigation v investigate, inquire, explore","警察は事故の原因を調査している","The police are investigating the cause of the accident"
"分","bun","adv",", n part, share, portion","私の分は自分で払います","I’ll pay my share"
"実家","jikka","n","one’s parents’ home","ずいぶん長い間実家に戻っていない","I haven’t visited my parents in ages"
"発表（する）","happyou(suru)","n","announcement, publication v announce, publish","先ほど選挙の結果が発表されました","The result of the election was just announced"
"むしろ","mushiro","adv","rather, if anything","量よりむしろ質のほうが大切だ","Quality is important rather than quantity"
"作成（する）","sakusei(suru)","n",", v make, create","最近自分のウェブサイトを作成しました","I created my own website recently"
"名","na","n","name","父の名は利行、母の名は愛子です","My father’s name is Toshiyuki, and my mother’s name is Aiko"
"確保（する）","kakuho(suru)","n","securement, reservation v secure, maintain, guarantee","政府は国民の安全を確保しなければならない","The government must secure people’s safety"
"まるで","marude","adv","just like, quite","まるで映画の話のようですね","It’s just like a movie story"
"運ぶ","hakobu","v","carry, transport, move","この荷物を車に運んでください","Please carry this baggage to the car"
"正しい","tadashii","i-adj","right, accurate, proper","三つの中から正しい答えを選びなさい","Select the right answer from the three options"
"ほぼ","hobo","adv","about, nearly, almost","私は毎日ほぼ同じ時間に起きます","I wake up at about the same time every morning"
"表わす","arawasu","v","show, express, symbolize","この言葉は私の気持ちをよく表している","These words really express my feelings"
"毎年","maitoshi","adv",", n every year, annually","私の家族は毎年海外に行きます","My family goes abroad every year"
"文字","moji","n","letter, character, writing","世界には文字を持たない言語も多くある","There are many languages in the world that have no writing"
"空","sora","n","sky, air","空には雲が一つもない","There is not a cloud in the sky"
"明日","asu","adv",", n tomorrow","明日は晴れるでしょう","It will be fine tomorrow"
"役割","yakuwari","n","part, role","彼はプロジェクトで重要な役割を果たしている","He plays an important role in this project"
"地球","chikyuu","n","earth, globe","月は地球の周りを回っている","The moon orbits the earth"
"公園","kouen","n","park","公園で散歩するのが好きだ","I like having a walk in the park"
"個人","kojin","n","individual","参加するかどうかは個人の自由だ","It’s up to individuals whether to participate or not"
"やら","yara","p","and, or","掃除やら洗濯やらやることが多い","I have many things to do, such as cleaning the house and doing the washing"
"消える","kieru","v","go off; disappear","急に電気が消えてしまった","The light suddenly went out"
"激しい","hageshii","i-adj","fierce, intense, severe","背中に激しい痛みを感じた","I felt an intense pain in my back"
"短い","mijikai","i-adj","short","あの髪の短い女の子が私の娘です","That girl with short hair is my daughter"
"薬","kusuri","n","medicine","この薬は一日三回飲んでください","Take this medicine three times a day"
"試合","shiai","n","match, game, bout","試合は六時に始まります","The game will start at six"
"成長（する）","seichou(suru)","n","growth v grow","子どもは成長が早い","Children grow quickly"
"おなか","onaka","n","stomach, belly","ちょっとおなかが痛いんです","I have a little pain in my stomach"
"機能（する）","kinou(suru)","n","function, capability, feature v function, work","この新しいモデルのほうが機能が多い","This new model has more features"
"ボール","booru","n","ball","ゴールに向けてボールを蹴った","I kicked the ball toward the goal"
"少年","shounen","n","boy, juvenile","野球は日本の少年に最も人気のあるスポーツの１つだ","Baseball is one of the most popular sports among boys in Japan"
"方向","houkou","n","direction, course","方向が全然わからなくなった","I have lost all sense of direction"
"遅い","osoi","i-adj","late; slow","父はいつも帰りが遅い","My father always comes home late"
"資料","shiryou","n","document, material, data","論文を書くための資料を集めている","I’m collecting material for my thesis"
"タイプ（する）","taipu(suru)","n","type v type","あの子は僕のタイプじゃないよ","She is not my type"
"扱う","atsukau","v","deal with, handle, treat","それは丁寧に扱ってください","Please treat it carefully"
"指摘（する）","shiteki(suru)","n","designation v point out, indicate","何か誤りがあったら指摘してください","Please point out any errors to me"
"ヨーロッパ","yooroppa","n","Europe","友達に会いにヨーロッパへ行った","I went to Europe to see some friends"
"除く","nozoku","v","remove; except; get rid of","彼の作文は多少の間違いを除いてすばらしかった","His composition was excellent except for a few errors"
"それら","sore-ra","pron","those, these, they","それらは全てうそだ","These are all lies"
"ご存じ","go-zonji","n","know, knowing (honorific)","ご存じのように日本語には文字が三種類あります","As you may know, there are three different types of Japanese characters"
"意外","igai","na-adj","unexpected, surprising","彼が反対しなかったのは意外だった","It was surprising that he didn’t object"
"一週間","is-shukan","n","one week","来月一週間休みを取るつもりです","I will take a week off next month"
"政府","seifu","n","government","政府は来年消費税を上げるかもしれない","The government may raise the consumer tax next year"
"分ける","wakeru","v","divide, distribute; classify","クラスを二つのグループに分けた","They divided the class into two groups"
"計画（する）","keikaku(suru)","n","project, schedule, plan v plan","お正月の計画を立てる","I make plans for the New Year"
"段階","dankai","n","grade, stage, step","それはまだ準備の段階にある","It’s now at the preparation stage"
"量","ryou","n","quantity, volume, amount","最近ごみの量が増えた","The quantity of garbage has increased recently"
"田舎","inaka","n","countryside; one’s hometown","私は田舎で育ちました","I grew up in the coutryside"
"感動（する）","kandou(suru)","n","deep emotion v be impressed, be moved","私はその話を聞いて感動した","I was deeply moved by the story"
"スポーツ","supootsu","n","sports","どんなスポーツをしますか","What kind of sports do you do?"
"感覚","kankaku","n","sense; sensation, feeling","彼女は色に対する感覚が鋭い","She has a keen sense of color"
"地元","jimoto","n","home area, local area","これは地元で一番にぎやかな通りです","This is the busiest street in the local area"
"勝手","katte","na-adj","on one’s own, at one’s convenience","何でも勝手に決めないで","Don’t decide everything on your own"
"さすが","sasuga","adv","as might be expected, as one would expect","さすが彼は会社のことは何でも知っている","As might be expected, he knows all about the company"
"寂しい","sabishii","i-adj","lonely, lonesome","一人暮らしをするのは寂しい","It is lonely to live all by oneself"
"再び","futatabi","adv","again, once more","彼は再び仕事を始めた","He has started to work again"
"利く","kiku","v","act, work","ブレーキが利くかどうか確かめて","Check to see if the brakes are working"
"勤める","tsutomeru","v","be employed, work for","大企業に勤めたいと思っている","I want to work for a big company"
"吸う","suu","v","breathe in, sip, smoke","深く息を吸ってください","Breathe in deeply, please"
"流す","nagasu","v","flush; pour; drain","このボタンを押して流してください","Please push this button to flush"
"希望（する）","kibou(suru)","n","hope, wish, request v hope, wish, desire","留学するという希望を捨ててはいけない","You should not give up hope of studying abroad"
"急","kyuu","na-adj","urgent, sudden; steep; sharp","急な仕事が入ってしまった","Some urgent business has come up"
"勧める","susumeru","v","encourage, recommend","友人にこの本を読むよう勧められた","I was encouraged to read this book by a friend"
"年齢","nenrei","n","age, years","彼女は年齢より若く見える","She looks younger than her age"
"フランス","furansu","n","France","それはフランスに行った時に撮った写真です","That’s a picture I took when I went to France"
"仕方","shikata","n","way, method","クレジットカードは人々の買い物の仕方を変えた","Credit cards have changed the way people shop"
"なし","nashi","n","without, no","彼女はあいさつもなしに部屋に入った","She entered the room without saying hello"
"さて","sate","conj","well, now","さて次は何をしようかな","Now, what should I do next?"
"疲れる","tsukareru","v","get tired","疲れたら寝てもいいですよ","You can sleep if you get tired"
"落とす","otosu","v","drop, lose, turn down","コップを落とさないように気をつけなさい","Be careful not to drop your cup"
"人気","ninki","n","popularity","その歌手は若い女性の間で人気が高まっている","That singer has increased in popularity among young women"
"弱い","yowai","i-adj","weak, faint, light","うちの息子は意志が弱い","My son is weak-willed"
"まとめる","matomeru","v","summarize, settle, gather","話す前に自分の意見をまとめてください","Gather your thoughts before you speak"
"格好","kakkou","n","appearance, shape, look","もっと格好に気をつかったほうがいいよ","You should pay more attention to your appearance"
"渡る","wataru","v","cross, go across","通りを渡るときは注意しなさい","You must be careful when you cross the road"
"患者","kanja","n","patient, case","医者は患者に適切な情報を与えるべきだ","Doctors should give appropriate information to the patient"
"壁","kabe","n","wall, barrier","その絵を壁に掛けてくれませんか","Would you hang the painting on the wall for me?"
"道路","douro","n","road, way, street","道路が混んでいるみたいだ","The road seems to be crowded"
"参る","mairu","v","go, come, visit (humble); be in trouble, be embarrassed","私が駅までお迎えに参ります","I will come to meet you at the station"
"反対（する）","hantai(suru)","n","opposition, contrast, objection v oppose","彼らの結婚には多くの反対があった","There was a lot of opposition to their marriage"
"他人","tanin","n","others, unrelated person, stranger","他人のことは気にしないで","Don’t worry about others"
"提供（する）","teikyou(suru)","n","offer v supply, sponsor","我が社では新しいお客様に無料サービスを提供しています","We offer a free service for our new customers"
"空気","kuuki","n","air, atmosphere","山の中は空気がきれいだ","The air is clean in the mountains"
"去年","kyonen","adv",", n last year","私は去年日本に来ました","I came to Japan last year"
"肩","kata","n","shoulder","肩が凝ってきた","My shoulders are getting stiff"
"知れる","shireru","v","come out, come to light, be discovered","その事実が知れたら大問題になるだろう","If that fact comes to light, it will be a big issue"
"匂い","nioi","n","smell, odor, scent","台所からいい匂いがする","There is a good smell coming from the kitchen"
"銀行","ginkou","n","bank","銀行にお金を引き出しに行く","I’ll go to the bank to withdraw some money"
"実現（する）","jitsugen(suru)","n","realization, implementation v realize, put into practice","夢の実現のために努力する","I make every effort for the realization of my dream"
"ありがとう","arigatou","interj","thank you","ご親切にありがとうございます","Thank you for your kindness"
"購入（する）","kounyuu(suru)","n","buying v purchase, buy","去年、自宅を購入しました","I bought the house last year"
"右","migi","n","right","次の角を右に曲がってください","Please turn right at the next corner"
"全体","zentai","n","total, whole, entire","戦争は世界全体に影響を与えた","The war affected the world as a whole"
"話題","wadai","n","topic, subject","話題を変えましょう","Let’s change the subject"
"認識（する）","ninshiki(suru)","n","recognition, awareness v recognize, be aware","たばこは健康に悪いという認識が広がっている","There is a growing recognition that smoking damages health"
"安心（する）","anshin(suru)","n","peace of mind, relief v feel relieved","その知らせを聞いて安心しました","I felt relieved to hear the news"
"雪","yuki","n","snow","今夜は少し雪が降るかもしれない","We might have some snow tonight"
"ポイント","pointo","n","point","最大のポイントはコストの安さです","The most important point is the low cost"
"十","juu","num","ten","彼女には十に一つの可能性しかない","She has one chance in ten"
"仲間","nakama","n","company, fellow, mate, group","彼は仕事の仲間に人気がある","He’s popular among his fellow workers"
"かつ","katsu","conj","besides, also, as well","彼は画家でありかつ作家でもある","He is an illustrator and also a writer"
"知識","chishiki","n","knowledge, information","コンピューターに関する知識が全くない","I have no knowledge of computers"
"多少","tashou","adv",", n more or less; somewhat; a little","私はスペイン語を多少知っています","I know a little Spanish"
"緑","midori","n","green; greenery","緑の地球を大切にしよう","We must look after the green earth"
"解決（する）","kaiketsu(suru)","n","solution, settlement v solve, settle","その問題を解決するのは難しかった","It was difficult to solve the problem"
"狭い","semai","i-adj","narrow, small","どうやったら狭い部屋を広く見せられるだろう","How can I make my small room look larger?"
"失敗（する）","shippai(suru)","n","failure, mistake v fail","失敗から学ぶことができる","You can learn from your mistakes"
"いきなり","ikinari","adv","suddenly, without notice","彼女はいきなり会社をクビになった","She was fired without notice"
"成功（する）","seikou(suru)","n","success, achievement v succeed","成功したいならもっと努力しなさい","If you want to succeed, you must work harder"
"マンション","manshon","n","apartment, condominium, flat","彼は高層マンションに住んでいる","He lives in a high-rise apartment"
"協力（する）","kyouryoku(suru)","n","cooperation, collaboration v cooperate, collaborate","ご協力ありがとうございました","Thank you for your cooperation"
"伯父","oji","n","uncle","伯父さんからお小遣いをもらった","I got some pocket money from my uncle"
"時々","tokidoki","adv","sometimes, once in a while, on occasion","息子は時々私に会いに来てくれる","My son comes to see me once in a while"
"卒業（する）","sotsugyou(suru)","n","graduation v graduate","昨年大学を卒業しました","I graduated from university last year"
"降る","furu","v","fall, come down","雪が静かに降り続いている","The snow keeps falling silently"
"野菜","yasai","n","vegetable","毎日野菜を食べるようにしています","I try to eat vegetables every day"
"自分自身","jibun-jishin","n","oneself","結婚相手は自分自身で決めなさい","You must choose your marriage parter by yourself"
"報告（する）","houkoku(suru)","n","report, information, account v inform","何かあったらすぐに報告してください","If anything happens, please report it immediately"
"落ち着く","ochitsuku","v","settle, calm down","地震の時人々は落ち着いていた","People stayed calm at the time of the earthquake"
"決定（する）","kettei(suru)","n","decision, determination v decide, determine","決定する前によく考えてください","Think carefully before you make a decision"
"割合","wariai","adv","comparatively n ratio, percentage","世界の人口は一日に約百人の割合で増加している","The world population grows at a rate of around one hundred people a day"
"移動（する）","idou(suru)","n","movement v transfer, move, migrate","その鳥は日本から東南アジアまで移動する","The birds migrate from Japan to Southeast Asia"
"いまだ","imada","adv","still, yet, so far","真実はいまだ謎のままだ","The truth is still a mystery"
"血","chi","n","blood","傷から血が出ている","The wound is bleeding"
"涙","namida","n","tear","彼女の目から涙が流れた","Tears flowed from her eyes"
"表情","hyjoujou","n","expression, facial expression, look","彼女は悲しそうな表情をしていた","She had a sad expression"
